,id,text,label_mean,disputable_post,lang,topics,pred
3772,78a35ab8bf474b029fce9e8f255fad34,"bet founder robert johnson is correct ! white liberals washing black people 's feet , shining black people 's shoes and tearing down statues did n't save the life of little 3 year old mekhi james , who was gunned down in chicago last weekend ! it 's a 90 % chance that another black person was responsible for the death of little mekhi ... d y ~ ! where 's blm , antifa , the black congressional caucus and the fake news media in response to the 104 people shot , and 14 people who were murdered in chicago ? white people suffering from white privilege guilt syndrome are their own worst enemies . wisconsin state senator tim carpenter was knocked out and left in the bushes last week for trying to support the so called "" protesters "" in madison . blm are terrorists and their movement is only about communism ! they want to change our way of life . we can't allow this ! ! ! d y ~ $? democratsarehypocrites blmareterrorists^ ps magad y ++ od y ++ , d y ++ od y ++ , d y ++ od y ++ ,",5.0,False,en,0_nigger_white_niggers_like,other
3780,42cd98c7a4514733b57629c8a7b1cb90,"watching kirsten gillibrand of ny on neil kavuto ... i could reach out , grab her overly made-up face and puke down her throat ! she just chose to make the protest debacle yesterday a racial issue ! she asserts that oe white supremacist , domestic terrorists stormed the capitol and were allowed to meander through the halls like they were on some kind of tour , then riot and cause destruction . but , had they been the black peaceful protesters who demonstrated last summer , they would have been immediately shot and killed . her opinion is that the oe mostly peaceful protesters from blm were dealt swift violent retaliation . omg . take that b * * * h on a tour of mpls , chicago , portland , seattle , kenosha and then take a stroll through the capitol building , you filthy rag . then tell all those local residents and business owners who had everything taken from them that those were peaceful protesters ! sick to death of democrats !",5.0,False,en,-1_user_nigger_number_white,Jewish
3784,1475dc4b6411463884463495519105b1,hey <user> can you make sure your followers know about this grade a arsehole and block him ? ? have a squiz at his posts and you 'll know why . another trump hating asshat who thinks conservatives like us are all idiots .,5.0,False,en,1_moslem_muslim_sand_number,other
3791,d435481b5ae245ad932885bc18d5c9bd,"still the same crap going on daily , since the democrats took the house . what a disaster pelosi and schiff have been . here is their strategy . they are both anti american .",5.0,False,en,1_moslem_muslim_sand_number,African
3797,152c6bb643604eca94d21c9ddaed30e8,cancel don lemon . he is to stupid to believe anything that comes out of that garbage bin of a mouth . disgusting piece of evil .,5.0,False,en,1_moslem_muslim_sand_number,other
3808,52cc316f2c6344f5bad976bd89a10953,<user> suck it cunt !,5.0,False,en,-1_user_nigger_number_white,other
3818,30ef30feeb21422ca22b2b81c2ab97e3,<user> . hides the disdain for america and the trump supporters and the president of america . they are worse than cnn ! ! ! <user> . no coverage of your meetings on foxnews or foxbussiness and payne had you talk with zelenskyy and then allowed the liberal bitch to spew falsehoods . what a fucking bitch as fake as chris hahn <user>,5.0,False,en,2_kike_jews_jew_white,other
3822,d4a6e7aeffab4cbe912c3307be730d9b,another libtard troll,5.0,False,en,-1_user_nigger_number_white,other
3827,0652e5796b4943b0b78b4bcff37c22ec,"the reason they go so hard against gavin mcinnes and the proud boys is the same reason they go so hard against martin sellner . neither of these guys are extremists . in the case of mcinnes , he 's an outright cuck . even if your politics are milquetoast and you 're not an explicit "" racist , "" what they 're afraid of is people doing things rather than simply talking . jews like the realm of speech and abstractions because they believe they can control it . they lose control the moment they can no longer count on bad faith perpetual talmudic debates to keep us chasing our own tails and somebody actually uses force to remove them . direct action in the real world like the proud boys scrapping with antifa or sellner trying to stop immigrant boats from reaching europe ends clownworld once and for all .",5.0,False,en,2_kike_jews_jew_white,Jewish
3828,e456c7c790e94277976c765f881633e2,"one more thing . you want antifa burning down your courthouses , stay a normie . you want people defecating in the streets , stay a normie . you want children used as human shields for the never trumpers , stay a normie . you want people to die when they do n't have to because the cures are smeared as "" misinformation "" , stay a normie . you want churches , temples , mosques , meditation centers to be closed forever : stay a normie you want maoist censorship , stay a normie . you want to be branded like cattle , stay a normie . you want your life to be ruled by ai , stay a normie .",5.0,False,en,-1_user_nigger_number_white,Islam
3829,bab20fccb6b14b7f9088c6b27a075717,"trump told iran not to "" fuck "" with the u . s . and the same people who protect pedophiles and murderers are now claiming to be offended by president trump 's colorful language . "" to those who say , ' speech can be violence ' , i say , ' fuck you ' . "" - victor-hugo vaca ii",5.0,False,en,1_moslem_muslim_sand_number,Islam
3833,a9354e722f764cb5831f5e6ca06de3f4,"nyc mayor bill de blasio proves he is an enemy of god and the church hiding in the basement racist commie joe biden ( with diminished capacity ) needs serious psychological and medical care ! the commie demoncrats party of satan , should be charge with elderly abuse on the senile and dementia inflicted biden ! he should retire and smell people (tm) s hairs in privacy ! nobody will be the wiser , or for that matter care ! do us a favor , and give up the quest to become president you are not fit to do so ! you (tm) ll only be a useful idiot and puppet for the demoncratic liberal commie godless party of satan and treasonous rinos ! ! if the nazi commie demoncrats win , the united states will turn into one big commie third world shit hole ! guaranteed ! trump 2020 and beyond ! greatest president ever !",5.0,False,en,1_moslem_muslim_sand_number,other
3839,ab4a686320214c5eabb2ba78517609d1,"welcome to the soon to be lib commie china pedophile 3rd world country if demoncrat puppet hiding in the basement biden ( if you (tm) re hiding your biden ) wins ! ! ! if you have any brains , you (tm) ll know that his vp pick will actually be be president and senile sniff your hair biden will be put out to pasture ! . you know the the game plan , retire the senile biden and replace with vp . globalist soros and his minions the deep state nazi commie satanist liberal party corrupted to the core , msm ( fake news ) , antifa , blm , cia , fbi , activist judges , sjw , hollywood rats , twitter , facebook , youtube , all the useful idiots , treasonous rinos etc ... are responsible for this rioting , looting and destruction throughout the country . this treasonous act should not go unpunished ! it (tm) s about time these deep state rats are held accountable ! patriots , we need to save the country from turning into another commie shit hole just like all the other lib run cities ! ! yes",5.0,False,en,1_moslem_muslim_sand_number,other
3844,cd9bda788d6f4696bbbbeaa6add1cb63,"wash your hands . boost your immune systems with diet . d y ' + and never .. ever trust the who , comrade cuomo or a democratd y ' +",5.0,False,en,2_kike_jews_jew_white,other
3858,1aff87420b3d43e6acf3844fac2bd517,"this has got to be one of the worst kill ratios of all time ! practice you fuckwads ... practice , practice , practice ! sheezus ... wadda am embarrassment you thug wanna bees are to shitcaca el-annoy ! report : 59 shot , 3 killed , over weekend in mayor lightfoot 's chicago",5.0,False,en,0_nigger_white_niggers_like,other
3862,d6e4316c2d6940ac92acac0e59ce9e8f,snow flakes ! parler stopcensorship bigtech sorros qanon proudboys stopthesteal,5.0,False,en,3_faggots_faggot_user_queers,other
3891,80aec6a85e9040c398571a9a928f4791,lgbtq is for faggots and child rapists,5.0,False,en,3_faggots_faggot_user_queers,Homosexual
3937,c765149d0695495ca6cac50776361c18,"wow ! i know a lot of politicians and ex presidents who should be shot first lin wood claims vp mike pence faces arrest for treason , execution by firing squad",5.0,False,en,1_moslem_muslim_sand_number,other
3968,1451565616324df8bf953687569e058d,yeh ... but such a family man ... fuckin pig ... kill him ! ! !,5.0,False,en,1_moslem_muslim_sand_number,Homosexual
4001,a927dfce2e264874b710f12e4c9341f6,typical black thug democrat blm member mentality . cries like a pussy when he 's cornered ! fuck him and fuck blm and every low life piece of shit that 's connected to it ! democrats take heed ... this shit don't fly anymore ! you should all be exterminated like the vermin you are !,5.0,False,en,0_nigger_white_niggers_like,African
4026,93b35b48c26f419b8b5718a38dc76260,zionism is the new nazism in the talmud jews preach supreme race that they are better than all mankind.that we were made only to serve them as their slaves . that we were created for that purpose only . to the jewish book the talmud we 're not even human .. it 's legal for them to marry a three year old and have sex with in the talmud . it 's illegal for them to kill christians who do not accept the noahide all of this is in the talmud y'all might want to study . the zionist book of the jews,5.0,False,en,2_kike_jews_jew_white,Jewish
4049,514b5a9ed920408d8c867cb206589974,"hey d y ' "" democrats ! the racist communist democrat party is the oe party of crime ! they do not believe in the constitution ! , they do not believe in laws ! they do not believe in the bible (tm) , they do not believe in school choice ! , they do not believe in the sanctity of life ! , they do not believe in family ! , they do not believe in freedom ! , they do not believe in facts ! , they do not believe in truth ! , they do not believe in patriotism ! , they do not believe in work ! , they do not believe in history ! , they do not believe in math ! they do not believe in the american people ! the communist democrat party does not believe in you ! the communist democrat party only believes in one thing ! total power and control by any means necessary ! come on ! can (tm) t you see it ? wake up america ! d y (tm) go trump ! d y '",5.0,False,en,0_nigger_white_niggers_like,other
4062,5b252d31e8194de7a812ab9cbdfa6fe4,"cops have proven to be the enemy ... all cops are to be treated as sstroops . you stand with these pigs , you die with them",5.0,False,en,1_moslem_muslim_sand_number,other
4107,0c6be53906154c54a9fd13bc5b3fd4a6,"one guy has a pole with a chain swinging it at the cops . they firing fireworks at the cops . why do cops have to put up with that ? i always thought that attempting to use lethal force on a cop got you shot . when did that change to this ? shoot the anarchists . shoot them . kill some . they will stop their shit then for sure , or we 'll have a civil war , which is what we 're probably going to have anyway .",5.0,False,en,1_moslem_muslim_sand_number,other
4129,1921b07f0c9d473a803231f3064bd94c,let (tm) s burn the quran !,5.0,False,en,1_moslem_muslim_sand_number,Islam
4139,368d6686f1874e9cbb3c438083b013f5,"<user> hey linda , you are not the fucking host . shut your fucking mouth . nobody cares that you are a fucking alcoholic .",5.0,False,en,3_faggots_faggot_user_queers,other
4220,b78246e30ebf411d90f081045eb4d6d2,"liberal protesters are like "" so glad that n * gger died ... i now have several flat screens ! ! """,5.0,False,en,0_nigger_white_niggers_like,other
4264,6fd1c5f7a639477999f531bc72852ead,someone tell missbnasty to come on here and take a shit and eat it to piss off trump supporters . i don (tm) t know how it (tm) s going to piss em off but it will . i promise i won (tm) t jack off so she won (tm) t feel like she posting free porn,5.0,False,en,-1_user_nigger_number_white,other
4288,83edac2e39cd49c4b946fb4f96bd878c,""" medical condition "" ? really ? so apparantly this ghost "" medical condition "" didn'tstop him from wearing a mask on this flight huh bitch boy ? out of anyone , who knows the ada , iam one thatvthisblaw protects , not pussy ass bitch boy monkeys like you and your pasty white black monkey hero . i am a real american withba disability . i would love nothing more than to curb stomp your jaw into a raw filthy curb which is exactly what pussy ass retards like you deserve .",5.0,False,en,0_nigger_white_niggers_like,other
4304,aec8cf26935c43069396c8f64df1e2ad,cuomo threatens to shut down the synagogues in nyc . so where the fuck are you schumer and that fat fucking umpa loompa nadler . you 're both fake fucking jews .,5.0,False,en,2_kike_jews_jew_white,Jewish
4317,dcf7c8bcfeee4c468961c0f6eaa3c786,oprah winfrey wishes disney ceo bob iger were running for president explore the fox news apps that are right for you at i could give a flying fuck what that fat ugly pig thinks . she (tm) s been dieting for 40 years and she (tm) s fatter than ever .,5.0,False,en,0_nigger_white_niggers_like,other
4346,fec8ba080ec94695b80c8e5459ad1f66,prince harry can suck my balls . you pathetic simp,5.0,False,en,-1_user_nigger_number_white,other
4348,b239f30d367242c286962aefdca497e0,"megan mctraitor no one fucking cares about your scumbag daddy who is burning in hell where he belongs ! ! ! hes your hero you didgusting fat pig ! ! ! ? ? ? a hero doesnt kill 167 brave men on the forestall , a hero doesnt turn pows into the vietcong so he could be comfortable while those pows were slaughtered in the hanoi hilton ! ! ! a hero doesnt leave the wife that stood by his side through all of it for yoyr disgusting whore mother ! ! ! all of you will burn in hell with your disgusting subhuman loser fucking father ! ! ! i hate him you and your family bunch of disgusting slimy losers all of you ! ! ! that is all you fat fucking pig ! ! !",5.0,False,en,3_faggots_faggot_user_queers,other
4393,199f9139469f439bb3676cd607303e3d,"if black lives matter and racism is so prevalent in america , why was n't kaeperdick raised by his biological parents ? it took 2 ' white supremacists ' to adopt and raise him . how dare those f * cking white supremacists be so racists in adopting him and giving him a privileged life ! pesky white supremacists ! d y $? "" d y $? "" d y $? ps d y $? ps d y $? ps d y $? ps d y $? ps d y ++ od y ++ , d y ++ od y ++ , d y ++ od y ++ , d y ++ od y ++ , d y ++ od y ++ , d y ++ od y ++ , d y ++ od y ++ , d y ++ od y ++ , d y ++ od y ++ , d y ++ od y ++ , d y ++ od y ++ , d y ++ od y ++ , d y ++ od y ++ , d y ++ od y ++ , d y ++ od y ++ , d y ++ od y ++ , d y ++ od y ++ ,",5.0,False,en,0_nigger_white_niggers_like,other
4438,a9a027b39fba4f799e37e029c0a6e6af,looooooooooool ... the us is an illegitimate state ? what a cuckold lesbian !,5.0,False,en,1_moslem_muslim_sand_number,Homosexual
4475,5ce68df05a2249c897ead7b8e09b1bbe,"people of america should thank god for donaldjohntrump because this is the time when communists have decided to stage a full on attack against capitalism and freedom if you believe the country voted for an idiot pedophile like joebiden who promised to end energy independence , end the 2ndammendment , and end liberty , then you are the enemy and you should be purged from our country . the deepstate has thrown everything at <user> and this is their final salvo .. wewillnotcomply wegothisback westandwithtrump wewilldestroythedeepstate",5.0,False,en,-1_user_nigger_number_white,other
4491,102700822e39422cbe745e7d308cd2e2,h8 muslims islam barbaric pigs wipe out muslims & their stupid karan bokoharam,5.0,False,en,1_moslem_muslim_sand_number,Islam
4492,22f12d4d61874b9fb43bee6d4cc65521,jews are cucks and will never replace anything because they are pussies ... no one is gonna fuck this ugly whore anyways d y ~ ' d y ~ ' d y ~ ' d y ~ ',5.0,False,en,2_kike_jews_jew_white,Jewish
4510,968436066a2441d0a5dbf538895303a8,"president trump fight with the fire that democrats have for you , destroy everything and everyone ... fuck them dont give them one more opportunity to move the ggoal post .. just fuckn do it ! ! !",5.0,False,en,-1_user_nigger_number_white,other
4511,898e4c50443147cb9f66e5be72eed4b7,"never debate identity you are a racist nazi nationalist evilwhiteman white who wo n't gibs me that says the invader from dirt man istan my reply - - you get no more replies . all deleted . we do not and will not debate these people . that is standing rule 1 - - never our debate identity . never debate identity - - never debate our future . never back down to threats about being a nazi ... be calm , controlling and concede not one inch of our lands , culture , or way of life . do n't give them the moral high ground ... just refuse to address them as if they are equals to have concerns that need addressed . refuse to deconstruct our identity . just say no to nonsense about nazi racists who want to kill the world of color for lols ... nope . i wo n't but thanks . stopthecaravan stopthecaravan whiterights whiteculture and whitehistory . defendeurope defendeuropa ethnocommunity ethnostate maga americafirst deportthemall illegalaliens altright",5.0,False,en,0_nigger_white_niggers_like,other
4521,b954b6d71c9845bfbb6c7ea11141c65f,<user> is a liberal cuck and a basement dwelling neckbeard,5.0,False,en,3_faggots_faggot_user_queers,African
4543,139b497454fe45f6802e9903c598be3a,canadians r pussy ass scumbag commie pansies picking on poor women . i'd beat the living fuck out of these rental cop assholes .,5.0,False,en,-1_user_nigger_number_white,other
4561,4ab6fe1b174b407aab65ae2d3d32c09f,"fuck this pope . btw , i 'm catholic and have no use for this pedophile loving communist .",5.0,False,en,2_kike_jews_jew_white,Islam
4580,4cb54cef664c4cf8882c7d6a0ff1a716,how psychopath john rockefeller wiped-out natural cures to create big pharma - if this piece of shit was alive today he would sanction bill gates 666 hell these 2 - bastards have lineage together .,5.0,False,en,-1_user_nigger_number_white,other
4593,dd130565391d45fb9f028186e7a7bb4b,so can you smell what the rock is cooking ? i am guessing it 's meth since you endorsed john biden . now if you really want to impress me why do n't you engage into a pagan pilmigrage in mecca and go lick and kiss the black-stones in shape of vagina at the kaaba ?,5.0,False,en,1_moslem_muslim_sand_number,Islam
4604,7f2f99de87c742598c0b7aafc2c24c5a,"christian zionists are apostates jews are the synagogue of satan israel are the believers in christ , not those ugly little turk half breeds changing their european names to jew names to pretend and mine your shekels",5.0,False,en,2_kike_jews_jew_white,Jewish
4612,b0e1a207216d45be8f2a044dfb22d8ef,obama 's daughters are malia and natasha . spelled backwards ? ailam ahsatan now remove the word alah from the sentence .,5.0,False,en,1_moslem_muslim_sand_number,other
4614,d4a0df0c87e2406ab4f3d7434112e541,i need a girl with some epstein like shit with a side of whale like pussy and some mongolian moose type tits so i can go full on twin towers on that big fat ape ass then i can slaughter a whole orphanage and boil them like the eggs they are,5.0,False,en,0_nigger_white_niggers_like,other
4661,7242825f0e2b479680caa0c5cbb3e37e,"well i am in fb jail for calling richard of pa a tranny . hahahahaa . 30 days . so i main as well learn how to , work parlor . as for this rigged election . where do we go from here ? every election from here on out will be rigged . local , state , all of them . we are now a communist country . only a revolution from what i see can make this country free again . i heard some states may break away from the union and start their own country for say . i am all for that . i wonder if trump would be our first president of the new country ?",5.0,False,en,1_moslem_muslim_sand_number,other
4686,e5e7d62b2510423bb4ceabfcaf75ea02,"i 'm following irredeemable deplorables only ! no muslims ! go drink camel piss like your lying , murdering , pedophile prophet !",5.0,False,en,1_moslem_muslim_sand_number,Islam
4688,e8b7b6bcb19f43558de45daebaf3149d,"sh1tball degenerate scum like antifa can loot and riot and "" protest "" , but you can not open your business to economically survive ? these idiot marxist scum need to go phuck themselves . everything needs to open now , and nothing will close for some bullsh 1t "" second wave "" . sorry , your totalitarian fraud has been exposed !",5.0,False,en,1_moslem_muslim_sand_number,other
4698,9ab391514bc4480db5ec7d10efbbc19c,"where did this "" women of color "" crap come from ? is this some new shield that protects them from criticism ? allows them to say and do stupid stuff without retribution ? women of color ... give me a break . should be "" women of sharia "" ! they use it to shut-down criticism . they think being ' women of color "" makes them "" special "" giving them the right to criticize others with impunity , but if you "" dare "" criticize them you 're automatically a racist ! you 're misogynistic when they play the woman card , islamophobic if you 're against sharia ! these numbskulls tried to play all three cards and trump called out their anti-american rhetoric in front of the whole country ! dems are pissed ! they got owned big time and are now headlining as the anti-america / socialist / jew hating party of nothing ! these vile , ignorant shrews are an insult to women everywhere , especially real women of color .",5.0,False,en,0_nigger_white_niggers_like,Islam
4715,3bbd3136cb804202ac68ca233b87c791,"democrat politicians dine on the flesh of children , sex traffic young men and women , and worship satan . trump plans to expose this . that 's why ... ms - 13 antifa caravan covid - 19 race wars mail-in vote george floyd general flynn texas shooter texas bomber impeachment stormy daniels murder hornets school shootings russian collusion crash the economy hawaii missile threat defunding the police threat of wwiii with iran constant attacks against q historical ceo resignations notre dame church burning threat if war with north korea removal of confederate history constant attacks against potus statement potus might ' steal ' election threats to prepare military to remove potus all democrat assets deployed win at all costs only when america is on the "" brink "" will potus release the truth . it must be a phenomenon americans will never forget and it will be absolutely undeniable . 4-6 % will be gone forever and will never believe .",5.0,False,en,1_moslem_muslim_sand_number,other
4727,1c63374020b64b6dab4c129f30da7be6,twatter shows it 's regressive leftist ass yet again . these wacko commucrats double down on stupid every time . they are not able to stopthebias because they support and encourage it . potus trump 's great accomplishments are an embarrassment to their flailing platform . they must be hidden from the ignorant so they wo n't find out the truth . 1984 twexitjuly4th julyisgunpridemonth twitlersux,5.0,False,en,1_moslem_muslim_sand_number,other
4750,b7bdec7678ce4329bf5e19827fc3475c,"plain and simple , fascist nancy pelosi is a vile , evil , elitist , racist , power hungry swamp creature that deserves to rot in hell . is nancy pelosi deliberately trying to stir up riots across america ? - american thinker",5.0,False,en,-1_user_nigger_number_white,other
4762,5f84a4ac29a3444ba837c1ec4396a4ac,"boy , 15 , is arrested for smashing a bmw in new york city run them over ... better yet , shoot the pos street hood rat thugs to death ! ! !",5.0,False,en,0_nigger_white_niggers_like,other
4764,73fd02803ebe4faab1a6404bb1407eb8,"if you have family members under the sway of this dangerous mind-control cult , my heart goes out to you . my sister got pulled into this cult when she was in rehab and pulled my mother in . she , in turn , pulled most of my other siblings in . i watched , over the years , how each of them transformed from open-minded , balanced , critically thinking adults to narrow-minded , paranoid , xenophobic trump supporters that see democrats and progressives as satan worshipers . the first step is to help them see that they are under the control of a very dangerous mind-control cult hiding behind the facade of christianity . this cult has little to do with the teachings of jesus .",5.0,False,en,3_faggots_faggot_user_queers,other
4772,49f316a2cc4541e9aeefa7b4426e97fa,"this fucking nazi , wilhelm , in nyc is a good goddamned disgrace to america , to ny , nyc , and all american patriots ! we should take all these anticonstitutionalist oe leaders and tar and feather them , and deport them in their birdie suits ! send them somewhere nasty ! make them the slaves that they have made of so fucking many ! northam , the motherfucking baby killing , fraudulently oe elected governor of virginia , who (tm) s threatening virginia patriots with our national guard , to disregard the us and virginia constitution by confiscating arms , should be tarred and feathered , kicked and spat on , then hung in a public square . there are so many . we are resolute . these bastards have gotten away with too much for too long . i want justice . we want justice . i also want revenge . i (tm) m a bad christian , but i want revenge , too .",5.0,False,en,2_kike_jews_jew_white,other
4798,f9ebe280d3cd49059f66c4039d268de5,ohhhhh please please please ! ! ! expose these absolutely vile pieces of shit scum pedophile 's ! ! ! bombshell : ghislaine maxwell ' has secret stash of pedophile 's sex tapes ' that could implicate world 's most powerful and ' will try to use them to save herself ',5.0,False,en,1_moslem_muslim_sand_number,other
4800,df17b669f2704c8e8d4aa1d4f5d671df,"this is the post that put me in twitmo for a week to john brennan . isn't the penalty for a traitor death ? "" admit you're a communist for a starter and that you used the intelligence community to play out a coup against trump and members of his staff . you're a traitor and need to be hung along with the others involved ! """,5.0,False,en,-1_user_nigger_number_white,Jewish
4810,d63d66aa6a29464db7292b7681023545,pagan and witch craft warlock makings documentary false hoodsd y $? ! d y $? ! d y $? ! d y $? ! d y $? ! d y $? ! d y $? ! d y $? ! d y $? :registered: d y $? :registered: d y $? :registered: d y $? :registered: d y $? :registered:,5.0,False,en,2_kike_jews_jew_white,other
4811,9202ee67c2eb494f9977abfa246317d3,bill barr is a faggot ! ! !,5.0,False,en,3_faggots_faggot_user_queers,Homosexual
4826,8d9182017599491496c620bd796d4507,someone put a bullet in chris cuomo (tm) s ass do it for me !,5.0,False,en,-1_user_nigger_number_white,other
4848,4d4714ed80d44ee4bcb9ba9e1c4524a3,"the democrat party is more than just a useless , incompetent lying bunch of asses , it's dangerous ... secret treason determines america 's future",5.0,False,en,-1_user_nigger_number_white,other
4920,cc1376ed4b75474896ee45f5d9a00444,novel idea ... let the democratic states and cities burn ! ! ! if they are not smart enough to vote red then they get what they deserve ! !,5.0,False,en,1_moslem_muslim_sand_number,other
4941,046afc6d826c4ae3ac7a506d9b101e83,"balls ! ! ! what we lack in this piece of shit country is balls . if we had a little bit of balls and we organize to storm the houses and offices of our demonic "" selected "" puppet politicians they couldn't stop us . look at the yellowvests what they have done and without fucking "" guns "" . once again our country's problem is not that our scum politicians are all corrupted . our problem is that they don't fear us and we have no balls . growballsamerica freeassange invoketheinsurrectionact",5.0,False,en,1_moslem_muslim_sand_number,other
4956,99a2aefe840b490782ff6182eb750784,legend and his moronic wife are straight up communists . f u both . straight,5.0,False,en,2_kike_jews_jew_white,other
4958,fe21bbb2ad8c407281c0e9304aa95560,<user> why did someone at fox news hire this buffoon a democratic operative to call their elections ? a big fat phony bag of shit - that (tm) s what they gave us we i . all the foxnews loyalists and they turned around and shoved it right up our asses .. joinparler,5.0,False,en,-1_user_nigger_number_white,other
4981,46b66d86a8884e6693d5a56f93e21acc,your next president is a career criminal ... & the veep is a whore ...,5.0,False,en,3_faggots_faggot_user_queers,other
5006,1dc21a0debf64aa39b3d39e5e14f5726,creepy joe is a scumbag democrat idiot,5.0,False,en,2_kike_jews_jew_white,other
5007,310f207f23e6449793b622ca6c0f9a2c,damn all those nyers ! ! ! go back to your state with f-ed up demonrat ny governor & f-ed up demonrat ny mayor ! ! ! gtfo ! !,5.0,False,en,0_nigger_white_niggers_like,other
5015,b12d01b22d254b47a8b515482c66dc54,"congrats governor whitless for being such a complete tyrannical bitch scumbag , that a group of your citizens want to kidnap and possibly kill you ! you win this weeks worst governor award , in a crowded field .",5.0,False,en,-1_user_nigger_number_white,other
5017,e73eee1e962047f5b5728112e43a6d9d,"more hypocrisy and double standards from our elected god 's ... we 're to do as we are told , and pay no attention to what those telling us what to do are doing , even if they 're doing what they 're telling us not to do ... slimy frickin ' sons a bitches ...",5.0,False,en,3_faggots_faggot_user_queers,other
5033,a008a9847233497dad832f5736b93c29,- these are jack and mark - they limit your freedom of speech thus violating your basic foundational constitutional rights and breaking law - they are last cretins on planet and wont evade breaking any and all laws to make a few bucks including fucking their mothers - dont be like jack and mark,5.0,False,en,1_moslem_muslim_sand_number,other
5038,87d3c113d7bb4f1a90ec61a1517278c0,i register as an independent because these are the other two choices democrat = degenerate republican = pussy,5.0,False,en,-1_user_nigger_number_white,other
5040,a3b19af5d8214e6995a2ecbe118314ab,"jay inslee of wa , ... eat a bag of dicks ! fuck you and your lockdown until dec 15th ! what changes on the 16th ? you stupid liberal pussy hack ... obamagate pizzagate",5.0,False,en,-1_user_nigger_number_white,other
5070,9f6f073e399d4b4abbf56e9ea856ed67,"i have to ask , is hilary clinton ever going to be exposed as the child butcher , abuser and trafficker she really is ?",5.0,False,en,-1_user_nigger_number_white,other
5208,903629fec6dd45b99c2386c2a0b7ff5a,fuck that scumbag mitt romney . he is a pos who needs to be rolled over with your car and squashed like any other pos . fuckmittromney,5.0,False,en,-1_user_nigger_number_white,other
5211,8dcee8c08ff3466b96108c8d373a4fa9,"this creep is trump-hater alec baldwin 's wife . its always liberal big mouths who are full of sh--t . liars , frauds , self-hating , filled w / "" white guilt . "" they hate <user> and call him a liar and fraud . except they 're looking in the mirror .",5.0,False,en,-1_user_nigger_number_white,other
5236,f37383249e5a445c99334ef8e4907a6d,"athis so-called squad , most destructuve , disruptive , hateful , racist , anti-somatic , anti-american garbage democrats have produced ! these are the criminals of congress <user> <user> <user> <user> ! enemies of the people ! d y ' :copyright: d y eur <user> !",5.0,False,en,-1_user_nigger_number_white,other
5259,3a7c74d541ed4829b6496a6c4bc5e713,"heavily armed black militia wants us to give them texas , challanges scared rednecks in georgia , we here to fuck you up . media silent .. there is video of this all over the place , this is no joke . this is the black klan times 10 . they threatened white motorist about reperations , screaming , black power , and much worse . where the hell were the police ? can you imagine the all out media outrage if this was the klan , it 's all you would see and hear about . but media , democrats completly silent on this . it 's all out war on whites . arm up !",5.0,False,en,0_nigger_white_niggers_like,African
5268,38fc682a5e3a4f40a26da4cb32ad1367,the usa can not have a senile criminal paedophile for a president . do whatever we have to stop this travesty of justice . you will never get freedom back if this goes unchecked .,5.0,False,en,1_moslem_muslim_sand_number,other
5289,b16fe4c184e1424db31b0e0ebb31dbd3,now we know where muslims come from . they are spawned in sewers and crawl out like rats to consume everyone else 's stuff .,5.0,False,en,1_moslem_muslim_sand_number,Islam
5311,01c2c7690a8b46ae857c114e1e7e1662,"a jewish man named dr . gregory pincus invented the birth control pill in 1960 , this pill was heavily pushed in north america and europe where the white population was over 90 % and now 59 years later we see the utter genocide this "" jewish invention "" has caused the european races along with the jewish pushed feminism and abortion that has absolutely destroyed people of european ancestry by using women as a catalyst ! facts , this is the white genocide "" conspiracy "" which isn't a conspiracy at all , it's historical , medical and statistical fact !",5.0,False,en,2_kike_jews_jew_white,Jewish
5353,a20706b98c774515af4ae804bc7d2881,as far as it goes-the dems are japs who attacked our country .. what did we do then-time to take these terrorists down ..,5.0,False,en,-1_user_nigger_number_white,Islam
5432,980cc7adb526441e9105fd1e084f0a8b,"welcome to the soon to be lib commie china pedophile 3rd world country if dems puppet biden and ( put innocent black men in jail ) chameleon kamala ( plays a black or indian when it (tm) s convenient ) , steal the election thru voter fraud . if you have any brains , you (tm) ll know that his vp pick will actually be president and senile sniff your hair biden will be put out to pasture ! you know the the game plan , retire the senile biden and replace with vp . globalist soros and his minions the deep s . nazi commie satanist lib party corrupted to the core , msm ( fake news ) , antifa , blm , cia , fbi , activist judges , sjw , hollywood rats , twitter , facebook , youtube , all the useful idiots , treasonous rinos etc .. are responsible for this rioting , looting and destruction throughout the country . this treasonous act should not go unpunished ! it (tm) s about time these deep state rats are held accountable ! patriots , we need to save the us from turning into another commie shit hole just like all the other lib run cities !",5.0,False,en,1_moslem_muslim_sand_number,other
