,index,Unnamed: 0.1,Unnamed: 0,label,target,tokens,text,topic
3134,8297,8297,2755794_gab,hatespeech,Jewish,"['<user>', 'let', 'us', 'do', 'the', 'time', 'warp', 'again', 'ist', 'das', 'jew', 'to', 'ein', 'left', 'and', 'a', 'kike', 'to', 'the', 'right', 'yeah', 'i', 'can', 'see', '<user>', 'singing', 'it']",<user> let us do the time warp again ist das jew to ein left and a kike to the right yeah i can see <user> singing it,1
3135,8298,8298,23283493_gab,hatespeech,Islam,"['great', 'diversify', 'london', 'police', 'force', 'with', 'low', 'iq', 'mildly', 'retarded', 'moslem', 'shit', 'skins', 'put', 'the', 'crazies', 'in', 'charge', 'of', 'law', 'enforcement', 'brilliant', 'just', 'fucking', 'brilliant']",great diversify london police force with low iq mildly retarded moslem shit skins put the crazies in charge of law enforcement brilliant just fucking brilliant,2
3136,8300,8300,1178258350124879873_twitter,hatespeech,Homosexual,"['crop', 'this', 'you', 'fucking', 'faggot']",crop this you fucking faggot,3
3138,8306,8306,1177992770234900485_twitter,hatespeech,Homosexual,"['some', 'fatass', 'chubby', 'kicked', 'me', 'out', 'of', 'a', 'party', '<number>', 'being', 'a', 'faggot', 'apparently']",some fatass chubby kicked me out of a party <number> being a faggot apparently,3
3139,8308,8308,14971294_gab,hatespeech,Jewish,"['ok', 'volks', 'lets', 'downboat', 'this', 'filthy', 'kikess', '<user>']",ok volks lets downboat this filthy kikess <user>,1
3140,8309,8309,24278281_gab,hatespeech,African,"['<user>', '\u200d', '<number>', 'and', 'now', 'your', 'heart', 'breaks', 'for', 'this', 'fucking', 'nigger', 'when', 'these', 'same', 'niggers', 'are', 'destroying', 'your', 'country', 'fuck', 'you', 'you', 'phony', 'cocksucker']",<user> ‍ <number> and now your heart breaks for this fucking nigger when these same niggers are destroying your country fuck you you phony cocksucker,0
3142,8311,8311,27951683_gab,hatespeech,Jewish,"['this', 'is', 'an', 'issue', 'i', 'have', 'been', 'negligent', 'in', 'paying', 'attention', 'to', 'lately', 'read', 'my', 'fellow', 'kike', 'killers', 'send', 'that', 'boy', 'a', 'care', 'package', 'a', 'book', 'or', 'if', 'your', 'female', 'i', 'am', 'sure', 'he', 'd', 'like', 'to', 'see', 'a', 'pic', 'of', 'a', 'pretty', 'white', 'woman']",this is an issue i have been negligent in paying attention to lately read my fellow kike killers send that boy a care package a book or if your female i am sure he d like to see a pic of a pretty white woman,1
3143,8313,8313,20875844_gab,hatespeech,African,"['skinny', 'nigger', 'in', 'africa', 'vs', 'fat', 'nigger', 'in', 'chicago', 'that', 'the', 'best', 'i', 'can', 'do', 'which', 'equates', 'to', 'spoiled', 'nigger', 'in', 'america', 'i', 'guess']",skinny nigger in africa vs fat nigger in chicago that the best i can do which equates to spoiled nigger in america i guess,0
3144,8314,8314,27200285_gab,hatespeech,Jewish,"['big', 'braineded', 'nibbas', 'have', 'culture', 'of', 'critique', 'i', 'have', 'meatballs', 'all', 'the', 'jew', 'tropes', 'you', 'ever', 'need', 'ultimate', 'kike', 'shit', 'on', 'display', '<number>', 'iq', 'rekt']",big braineded nibbas have culture of critique i have meatballs all the jew tropes you ever need ultimate kike shit on display <number> iq rekt,1
3145,8315,8315,24549535_gab,hatespeech,Jewish,"['solo', 'que', 'soy', 'de', 'derecha', 'a', 'l', '<percent>', 'el', 'virus', 'kike', 'no', 'va', 'con', 'jesús']",solo que soy de derecha a l <percent> el virus kike no va con jesús,3
3146,8316,8316,5328590_gab,hatespeech,Islam,"['after', 'the', 'hillaries', 'developed', 'the', 'birther', 'and', 'the', 'towelhead', 'strategies', 'mccain', 'refused', 'to', 'used', 'to', 'use', 'them', 'and', 'even', 'chided', 'those', 'that', 'suggested', 'it', 'what', 'a', 'sweet', 'guy', 'when', 'you', 'get', 'checks', 'from', 'both', 'soros', 'and', 'the', 'saudis', 'do', 'you', 'list', 'them', 'alphabetically', 'on', 'your', 'deposit', 'slip']",after the hillaries developed the birther and the towelhead strategies mccain refused to used to use them and even chided those that suggested it what a sweet guy when you get checks from both soros and the saudis do you list them alphabetically on your deposit slip,2
3148,8318,8318,26582599_gab,hatespeech,Islam,"['if', 'you', 'are', 'a', 'muzzrat', 'in', 'the', 'uk', 'you', 'can', 'say', 'whatever', 'you', 'want', 'they', 'will', 'even', 'provide', 'police', 'escort', 'when', 'you', 'are', 'a', 'native', 'in', 'the', 'uk', 'you', 'are', 'not', 'so', 'lucky', 'for', 'you', 'escort', 'to', 'jail']",if you are a muzzrat in the uk you can say whatever you want they will even provide police escort when you are a native in the uk you are not so lucky for you escort to jail,2
3149,8319,8319,27162886_gab,hatespeech,Islam,"['unfortunately', 'unless', 'right', 'wing', 'parties', 'get', '<percent>', 'the', 'others', 'will', 'form', 'a', 'coalition', 'to', 'keep', 'them', 'from', 'power', 'carry', 'on', 'the', 'moslem', 'cock', 'sucking', 'ruination', 'of', 'sweden', 'moslems', 'are', 'the', 'problem']",unfortunately unless right wing parties get <percent> the others will form a coalition to keep them from power carry on the moslem cock sucking ruination of sweden moslems are the problem,2
3150,8320,8320,27438791_gab,hatespeech,Islam,"['i', 'do', 'not', 'think', 'i', 'am', 'prettier', 'i', 'know', 'it', 'and', 'you', 'know', 'it', 'too', 'and', 'it', 'drives', 'you', 'nuts', 'so', 'you', 'post', 'about', 'me', 'being', 'an', 'animal', 'killing', 'me', 'you', 'want', 'the', 'beautiful', 'white', 'women', 'gone', 'you', 'are', 'just', 'the', 'darker', 'side', 'of', 'shitskin', 'beautiful', 'white', 'people', 'something', 'you', 'will', 'never', 'be']",i do not think i am prettier i know it and you know it too and it drives you nuts so you post about me being an animal killing me you want the beautiful white women gone you are just the darker side of shitskin beautiful white people something you will never be,1
3151,8321,8321,21122429_gab,hatespeech,Islam,"['allah', 'loves', 'rape', 'theft', 'tossing', 'from', 'buildings', 'stoning', 'dismemberment', 'and', 'building', 'a', 'mosque', 'on', 'top', 'of', 'the', 'site', 'of', 'where', 'someone', 'else', 'structure', 'once', 'stood', 'he', 'does', 'not', 'like', 'swaddled', 'dykes', 'very', 'much', 'he', 'can', 'barely', 'stand', 'females']",allah loves rape theft tossing from buildings stoning dismemberment and building a mosque on top of the site of where someone else structure once stood he does not like swaddled dykes very much he can barely stand females,2
3152,8323,8323,9361416_gab,hatespeech,African,"['whenever', 'im', 'at', 'the', 'store', 'an', 'i', 'see', 'a', 'white', 'woman', 'with', 'a', 'mullatto', 'freak', 'wirey', 'haired', 'caramel', 'color', 'mutant', 'niglet', 'baby', 'i', 'always', 'say', 'o', 'thats', 'a', 'cute', 'baby', 'and', 'smile', 'and', 'they', 'always', 'say', 'thanks', 'then', 'i', 'say', 'are', 'u', 'babysitting', 'and', 'they', 'look', 'confused', 'and', 'then', 'they', 'get', 'sad', '😎', '😎', '😎']",whenever im at the store an i see a white woman with a mullatto freak wirey haired caramel color mutant niglet baby i always say o thats a cute baby and smile and they always say thanks then i say are u babysitting and they look confused and then they get sad 😎 😎 😎,0
3153,8324,8324,26929420_gab,hatespeech,Islam,"['europe', 'is', 'being', 'stolen', 'blind', 'by', 'the', 'muzrat', 'hordes']",europe is being stolen blind by the muzrat hordes,2
3154,8325,8325,8052436_gab,hatespeech,Islam,"['who', 'was', 'known', 'to', 'british', 'authorities', 'prior', 'to', 'the', 'attack', 'that', 'sounds', 'so', 'much', 'better', 'than', 'we', 'did', 'nothing', 'to', 'prevent', 'it', 'i', 'am', 'sure', 'grieving', 'parents', 'siblings', 'friends', 'feel', 'much', 'better', 'knowing', 'this', 'raghead', 'was', 'known', 'to', 'the', 'authorities']",who was known to british authorities prior to the attack that sounds so much better than we did nothing to prevent it i am sure grieving parents siblings friends feel much better knowing this raghead was known to the authorities,2
3156,8327,8327,14537047_gab,hatespeech,African,"['fuck', 'the', 'little', 'nigger', 'the', 'coon', 'is', 'right', 'blacks', 'and', 'humans', 'can', 'not', 'be', 'friends']",fuck the little nigger the coon is right blacks and humans can not be friends,0
3157,8328,8328,23296281_gab,hatespeech,Islam,"['no', 'they', 'really', 'do', 'not', 'know', 'to', 'write', 'paki', 'and', 'moslem']",no they really do not know to write paki and moslem,2
3158,8329,8329,14047260_gab,hatespeech,Homosexual,"['listen', 'to', 'this', 'fat', 'bull', 'dike', 'liberal', 'try', 'to', 'make', 'a', 'joke', 'so', 'sad', 'liberal', 'went', 'out', 'of', 'style', 'overnight']",listen to this fat bull dike liberal try to make a joke so sad liberal went out of style overnight,2
3163,8343,8343,20238600_gab,hatespeech,Islam,"['everyone', 'wants', 'a', 'sterile', 'war', 'it', 'not', 'possible', 'christ', 'were', 'ourpeace', 'time', 'yet', '<number>', 'million', 'white', 'children', 'raped', 'by', 'pakis', 'muslims', 'our', 'peace', 'ain', 'sterile']",everyone wants a sterile war it not possible christ were ourpeace time yet <number> million white children raped by pakis muslims our peace ain sterile,2
3164,8344,8344,12648130_gab,hatespeech,African,"['are', 'there', 'any', 'queers', 'in', 'the', 'theatre', 'tonight', 'get', 'em', 'up', 'against', 'the', 'wall', 'against', 'the', 'wall', 'now', 'there', 'one', 'in', 'the', 'spotlight', 'he', 'do', 'not', 'look', 'right', 'to', 'me', 'get', 'him', 'up', 'against', 'the', 'wall', 'against', 'the', 'and', 'that', 'one', 'looks', 'jewish', 'and', 'that', 'one', 'a', 'coon']",are there any queers in the theatre tonight get em up against the wall against the wall now there one in the spotlight he do not look right to me get him up against the wall against the and that one looks jewish and that one a coon,3
3165,8346,8346,5610008_gab,hatespeech,Homosexual,"['<user>', 'i', 'earned', 'a', 'special', 'ban', 'after', 'those', 'fags', 'died', 'the', 'mudslime', 'shooter', 'killed', 'himself', 'i', 'posted', 'it', 'the', 'trash', 'taking', 'out', 'the', 'trash', 'hahaha', 'fb', 'awarded', 'me', 'banned', 'from', 'posting', 'indefinitely', 'last', 'year', 'i', 'got', 'banned', 'from', 'fagsbook', 'the', 'very', 'moment', 'i', 'posted', 'the', 'word', 'gaystapo']",<user> i earned a special ban after those fags died the mudslime shooter killed himself i posted it the trash taking out the trash hahaha fb awarded me banned from posting indefinitely last year i got banned from fagsbook the very moment i posted the word gaystapo,3
3166,8347,8347,10227153_gab,hatespeech,African,"['looks', 'to', 'me', 'like', 'some', 'social', 'activists', 'might', 'have', 'been', 'there', 'fanning', 'the', 'flames', 'well', 'starting', 'the', 'fire', 'then', 'maintaining', 'it', 'whatever', 'happened', 'to', 'law', 'and', 'order', 'most', 'tax', 'payers', 'would', 'not', 'disagree', 'with', 'rubber', 'bullets', 'tear', 'gas', 'and', 'water', 'cannons', 'being', 'deployed', 'on', 'this', 'mixed', 'bag', 'of', 'muzzies', 'and', 'blacks']",looks to me like some social activists might have been there fanning the flames well starting the fire then maintaining it whatever happened to law and order most tax payers would not disagree with rubber bullets tear gas and water cannons being deployed on this mixed bag of muzzies and blacks,2
3167,8348,8348,17028194_gab,hatespeech,Jewish,"['you', 'first', 'kike', 'commie']",you first kike commie,1
3168,8355,8355,23238254_gab,hatespeech,African,"['nigger', 'does', 'not', 'want', 'to', 'exchange', 'his', 'stink']",nigger does not want to exchange his stink,0
3169,8358,8358,24245916_gab,hatespeech,African,"['fuck', 'this', 'nigger']",fuck this nigger,0
3172,8365,8365,17279436_gab,hatespeech,African,"['would', 'have', 'been', 'funnier', 'if', 'she', 'had', 'done', 'that', 'to', 'a', 'nigger', 'or', 'kebab', 'but', 'she', 'would', 'not', 'because', 'self', 'preservation']",would have been funnier if she had done that to a nigger or kebab but she would not because self preservation,0
3173,8366,8366,11005111_gab,hatespeech,Islam,"['of', 'course', 'you', 'do', 'know', 'why', 'camels', 'are', 'called', 'the', 'ships', 'of', 'the', 'desert', 'because', 'they', 'are', 'full', 'of', 'muzzie', 'semen']",of course you do know why camels are called the ships of the desert because they are full of muzzie semen,2
3174,8367,8367,1084068435330387969_twitter,hatespeech,Homosexual,"['i', 'fucking', 'hate', 'you', 'faggotty', 'faggots']",i fucking hate you faggotty faggots,3
3177,8379,8379,25326944_gab,hatespeech,Islam,"['announcement', 'weakens', 'security', 'breaks', 'america', 'word', 'isolates', 'us', 'from', 'allies', 'puts', 'israel', 'at', 'risk', 'empowers', 'iran', 'hardliners', 'and', 'reduces', 'our', 'global', 'leverage', 'to', 'address', 'tehran', 'misbehavior', 'while', 'damaging', 'the', 'ability', 'of', 'future', 'administrations', 'to', 'make', 'international', 'agreements', 'kerry', 'the', 'muzzie', 'said', 'in', 'his', 'statement', 'i', 'call', 'b', 'kerry']",announcement weakens security breaks america word isolates us from allies puts israel at risk empowers iran hardliners and reduces our global leverage to address tehran misbehavior while damaging the ability of future administrations to make international agreements kerry the muzzie said in his statement i call b kerry,2
3178,8382,8382,17548742_gab,hatespeech,African,"['no', 'nigger', 'in', 'white', 'house']",no nigger in white house,0
3179,8383,8383,14903031_gab,hatespeech,African,"['i', 'am', 'just', 'hearing', 'that', 'apparently', 'the', 'hate', 'crime', 'enhancement', 'charges', 'on', 'the', 'nigger', 'apes', 'who', 'tortured', 'that', 'kid', 'in', 'chicongo', 'were', 'quietly', 'dropped', 'a', 'few', 'weeks', 'back', 'i', 'predicted', 'this', 'fam', 'remember', 'every', 'black', 'on', 'white', 'crime', 'is', 'a', 'hate', 'crime', '<user>']",i am just hearing that apparently the hate crime enhancement charges on the nigger apes who tortured that kid in chicongo were quietly dropped a few weeks back i predicted this fam remember every black on white crime is a hate crime <user>,0
3181,8386,8386,13756411_gab,hatespeech,Islam,"['and', 'the', 'creep', 'is', 'dead', 'one', 'less', 'mudslime', 'is', 'a', 'good', 'thing']",and the creep is dead one less mudslime is a good thing,0
3183,8388,8388,16163482_gab,hatespeech,African,"['they', 'could', 'not', 'find', '<number>', 'actresses', 'to', 'make', 'this', 'turkey', 'and', 'why', 'are', 'there', 'no', 'negresses', 'in', 'this', 'what', 'about', 'that', 'gorilless', 'that', 'got', 'milo', 'banned', 'from', 'twitter', 'wasn', 't', 'she', 'available']",they could not find <number> actresses to make this turkey and why are there no negresses in this what about that gorilless that got milo banned from twitter wasn t she available,1
3184,8389,8389,19848868_gab,hatespeech,African,"['there', 'tons', 'of', 'niglets', 'shooting', 'each', 'other', 'outside', 'of', 'schools', 'daily', 'but', 'they', 'can', 'not', 'make', 'it', 'inside', 'to', 'shoot', 'due', 'to', 'all', 'the', 'cops', 'and', 'metal', 'detectors', 'at', 'each', 'door']",there tons of niglets shooting each other outside of schools daily but they can not make it inside to shoot due to all the cops and metal detectors at each door,0
3186,8392,8392,14640028_gab,hatespeech,Jewish,"['they', 'all', 'took', 'a', 'a', 'filthy', 'kike', 'raping', 'selling', 'their', 'sexual', 'and', 'moral', 'soul', 'for', 'money', 'and', 'fame', 'you', 'do', 'not', 'get', 'to', 'take', 'it', 'with', 'you', 'filthy', 'shiksas', 'when', 'you', 'die']",they all took a a filthy kike raping selling their sexual and moral soul for money and fame you do not get to take it with you filthy shiksas when you die,1
3187,8399,8399,15972073_gab,hatespeech,Islam,"['eu', 'will', 'not', 'stop', 'it', 'western', 'govs', 'will', 'not', 'stop', 'it', 'there', 'is', 'but', 'one', 'course', 'for', 'europe', 'now', 'revolution', 'war', 'nothing', 'else', 'will', 'stop', 'mass', 'invasion', 'of', 'moslem', 'barbarians', 'moslems', 'are', 'the', 'problem']",eu will not stop it western govs will not stop it there is but one course for europe now revolution war nothing else will stop mass invasion of moslem barbarians moslems are the problem,2
3188,8403,8403,18219048_gab,hatespeech,Jewish,"['bs', 'moralfaggotry', 'salinger', 'fyi', 'was', 'a', 'kike', 'pedo']",bs moralfaggotry salinger fyi was a kike pedo,1
3189,8404,8404,26470762_gab,hatespeech,African,"['andre', 'the', 'nigger', 'angloons', 'colostomy', 'bag', 'tard', 'corral', 'is', 'imploding', 'lol']",andre the nigger angloons colostomy bag tard corral is imploding lol,0
3190,8405,8405,10828107_gab,hatespeech,Islam,"['the', 'local', 'paki', 'shopkeeper', 'mo', 'has', 'just', 'charged', 'me', '<money>', 'for', 'a', 'four', 'pack', 'of', 'fosters', 'they', 'do', 'not', 'call', 'him', 'the', 'profit', 'muhammad', 'for', 'nothing']",the local paki shopkeeper mo has just charged me <money> for a four pack of fosters they do not call him the profit muhammad for nothing,2
3191,8408,8408,19455317_gab,hatespeech,African,"['you', 'say', 'you', 'like', 'roosh', 'while', 'he', 'shits', 'on', 'the', 'alt', 'right', 'and', 'boasts', 'about', 'banging', 'our', 'women', 'in', 'the', 'same', 'breath', 'you', 'sing', 'the', 'praises', 'of', 'a', 'female', 'nigger', 'thot', 'race', 'war', 'choose', 'a', 'side']",you say you like roosh while he shits on the alt right and boasts about banging our women in the same breath you sing the praises of a female nigger thot race war choose a side,1
3192,8414,8414,23334966_gab,hatespeech,Jewish,"['what', 'you', 'support', 'obvious', 'fed', 'niggershill', 'kike', 'wignat', 'pipebombers', 'good']",what you support obvious fed niggershill kike wignat pipebombers good,1
3193,8416,8416,22796031_gab,hatespeech,African,"['really', 'am', 'epic', 'success', 'presided', 'over', 'intended', 'destruction', 'of', 'usa', 'got', 'elected', 'and', 're', 'elected', 'with', 'zero', 'resume', 'id', 'theft', 'false', 'documentation', 'acted', 'unconstitutionally', 'avoided', 'impeachment', 'a', 'very', 'successful', 'scrawny', 'evil', 'nigger', 'faggot']",really am epic success presided over intended destruction of usa got elected and re elected with zero resume id theft false documentation acted unconstitutionally avoided impeachment a very successful scrawny evil nigger faggot,2
3194,8421,8421,1178758216383107074_twitter,hatespeech,African,"['<user>', 'you', 'fucking', 'nigger']",<user> you fucking nigger,0
3195,8422,8422,1178605804292837376_twitter,hatespeech,African,"['get', 'your', 'fucking', 'dirty', 'nigger', 'ass', 'out', 'of', 'here', 'nigger']",get your fucking dirty nigger ass out of here nigger,0
3196,8423,8423,1178382775482638337_twitter,hatespeech,African,"['if', 'kyrie', 'irving', 'nigger', 'ass', 'thinks', 'he', 'getting', 'a', 'warm', 'welcome', 'in', 'boston', 'he', 'can', 'forget', 'it']",if kyrie irving nigger ass thinks he getting a warm welcome in boston he can forget it,0
3197,8424,8424,1178344892587741184_twitter,hatespeech,African,"['<user>', 'that', 'exactly', 'what', 'his', 'nigger', 'ass', 'did', '😂']",<user> that exactly what his nigger ass did 😂,0
3198,8438,8438,19225932_gab,hatespeech,Jewish,"['roast', 'this', 'lying', 'kike']",roast this lying kike,1
3199,8439,8439,16736512_gab,hatespeech,African,"['you', 'do', 'not', 'have', 'to', 'win', 'over', 'nigger', 'and', 'mexican', 'and', 'other', 'third', 'world', 'voters', 'when', 'you', 'have', 'the', 'military', 'and', 'law', 'enforcement', 'and', 'the', 'media', 'the', 'media', 'actually', 'being', 'the', 'easiest', 'to', 'get', 'because', 'you', 'just', 'fucking', 'take', 'it', 'once', 'you', 'have', 'the', 'military', 'just', 'as', 'you', 'take', 'the', 'government']",you do not have to win over nigger and mexican and other third world voters when you have the military and law enforcement and the media the media actually being the easiest to get because you just fucking take it once you have the military just as you take the government,0
3200,8440,8440,21726323_gab,hatespeech,Jewish,"['you', 'are', 'not', 'even', 'white', 'ya', 'fucking', 'kike', 'suck', 'that', 'fuentes', 'spic', 'dick', 'more', 'fake', 'ass', 'kike', 'moonman']",you are not even white ya fucking kike suck that fuentes spic dick more fake ass kike moonman,1
3201,8441,8441,19166924_gab,hatespeech,Jewish,"['once', 'again', 'kike', 'feds', 'like', 'yourself', 'do', 'nothing', 'but', 'demoralize', 'and', 'divide', 'people', 'you', 'are', 'a', 'fucking', 'kike', 'fed']",once again kike feds like yourself do nothing but demoralize and divide people you are a fucking kike fed,1
3202,8442,8442,20571496_gab,hatespeech,Islam,"['bathhouse', 'barry', 'sucks', 'dicks', 'he', 'a', 'faggot', 'muzzie']",bathhouse barry sucks dicks he a faggot muzzie,2
3203,8443,8443,26311137_gab,hatespeech,Jewish,"['okay', 'and', 'i', 'hope', 'the', 'same', 'happens', 'to', 'you', 'kike', 'faggot']",okay and i hope the same happens to you kike faggot,1
3204,8450,8450,1179089510954610689_twitter,hatespeech,Homosexual,"['ugh', 'i', 'hate', 'dykes', '😐']",ugh i hate dykes 😐,3
3206,8467,8467,17528127_gab,hatespeech,Jewish,"['the', 'golden', 'sun', 'kike', 'shining', 'like', 'a', 'new', 'shekel', 'in', 'this', 'big', 'oven']",the golden sun kike shining like a new shekel in this big oven,1
3208,8469,8469,16032022_gab,hatespeech,Islam,"['amy', 'here', 'are', 'substitutions', 'you', 'can', 'use', 'islam', 'isalami', 'muslim', 'mooslime', 'sharia', 'shartia', 'jihad', 'gleehad', 'qur', 'an', 'grranne', 'muhammad', 'fdr', 'fucking', 'donkey', 'rapist', 'muslim', 'brotherhood', 'mooslime', 'rape', 'club', 'jihad', 'sweater', 'vest', 'club', 'islamic', 'isalami', 'sandwich']",amy here are substitutions you can use islam isalami muslim mooslime sharia shartia jihad gleehad qur an grranne muhammad fdr fucking donkey rapist muslim brotherhood mooslime rape club jihad sweater vest club islamic isalami sandwich,2
3209,8470,8470,15977594_gab,hatespeech,African,"['this', 'is', 'why', 'we', 'will', 'need', 'a', 'trial', 'period', 'giving', 'them', 'a', 'daily', 'quota', 'of', 'loudly', 'shouting', 'kike', 'nigger', 'immigrant', 'faggot', 'sluts', 'any', 'former', 'dem', 'who', 'fails', 'their', 'quota', 'gets', 'to', 'vote', 'for', 'trump', 'once', 'as', 'a', 'confession', 'of', 'their', 'guilt', 'before', 'their', 'execution', 'for', 'violating', 'anti', 'trumpitism', 'laws']",this is why we will need a trial period giving them a daily quota of loudly shouting kike nigger immigrant faggot sluts any former dem who fails their quota gets to vote for trump once as a confession of their guilt before their execution for violating anti trumpitism laws,0
3210,8471,8471,4572123_gab,hatespeech,Islam,"['so', 'when', 'obama', 'and', 'his', 'mudslime', 'sidekick', 'vallerie', 'travel', 'there', 'it', 'will', 'be', 'confirmed', 'they', 'are', 'not', 'americans', '<user>']",so when obama and his mudslime sidekick vallerie travel there it will be confirmed they are not americans <user>,2
3211,8472,8472,9713831_gab,hatespeech,African,"['dumb', 'shitskin', 'prefers', 'to', 'ignore', 'numbers', 'they', 'can', 'not', 'calculate', 'typical']",dumb shitskin prefers to ignore numbers they can not calculate typical,2
3212,8474,8474,22020477_gab,hatespeech,Jewish,"['some', 'kike', 'shit', 'right', 'here']",some kike shit right here,1
3213,8475,8475,14024764_gab,hatespeech,Jewish,"['eu', 'will', 'not', 'last', 'another', '<number>', 'years', 'i', 'think', 'it', 'will', 'be', 'the', 'italians', 'that', 'eventually', 'bring', 'down', 'the', 'kike', 'show']",eu will not last another <number> years i think it will be the italians that eventually bring down the kike show,2
3214,8476,8476,17433253_gab,hatespeech,African,"['ok', 'now', 'take', 'away', 'the', 'government', 'jobs', 'and', 'affirmative', 'action', 'and', 'now', 'tell', 'me', 'what', 'the', 'nigger', 'unemployment', 'rate', 'is', '🖕', '🙄', '🖕']",ok now take away the government jobs and affirmative action and now tell me what the nigger unemployment rate is 🖕 🙄 🖕,0
3216,8480,8480,12950895_gab,hatespeech,African,"['he', 'did', 'and', 'the', 'nigger', 'he', 'was', 'talking', 'to', 'also', 'admitted', 'that', 'whites', 'becoming', 'a', 'minority', 'is', 'not', 'going', 'to', 'stop', 'the', 'hatred', 'directed', 'at', 'us']",he did and the nigger he was talking to also admitted that whites becoming a minority is not going to stop the hatred directed at us,0
3217,8481,8481,15226898_gab,hatespeech,African,"['she', 'a', 'half', 'nigger', 'mutt']",she a half nigger mutt,0
3218,8482,8482,25487169_gab,hatespeech,African,"['nigger', 'noticed', 'muh', 'groid', 'avoidance', 'maneuver', 'tonight', 'lol', 'as', 'i', 'walked', 'all', 'the', 'way', 'around', 'my', 'car', 'to', 'avoid', 'passing', 'him', 'hoodies', 'up', 'white', 'women', 'shuffle', 'aside']",nigger noticed muh groid avoidance maneuver tonight lol as i walked all the way around my car to avoid passing him hoodies up white women shuffle aside,0
3220,8490,8490,1178302799643365378_twitter,hatespeech,Homosexual,"['i', 'hate', 'you', 'faggots']",i hate you faggots,3
3221,8492,8492,1178981848275398663_twitter,hatespeech,African,"['skrt', 'skrt', 'skrt', 'sirop', 'stripper', 'pole', 'fuck', 'with', 'us', 'this', 'nigger', 'forever']",skrt skrt skrt sirop stripper pole fuck with us this nigger forever,0
3222,8493,8493,1178924581886812160_twitter,hatespeech,African,"['now', 'i', 'am', 'angry', 'took', 'out', 'on', 'this', 'nigger', 'while', 'it', 'his', 'first', 'day', 'at', 'work', '<sad>']",now i am angry took out on this nigger while it his first day at work <sad>,0
3223,8494,8494,1178715235542343685_twitter,hatespeech,African,"['but', 'i', 'am', 'just', 'not', 'even', 'entertaining', 'stupid', 'nigger', 'logic', 'anymore', 'today', 'lmaoo']",but i am just not even entertaining stupid nigger logic anymore today lmaoo,0
3224,8495,8495,10751701_gab,hatespeech,African,"['half', 'breed', 'dem', 'nigger', 'on', 'msnbc', 'says', 'pence', 'has', 'a', 'decision', 'to', 'make']",half breed dem nigger on msnbc says pence has a decision to make,0
3225,8497,8497,15554540_gab,hatespeech,Jewish,"['your', 'memes', 'are', 'shit', 'you', 'can', 'only', 'call', 'someone', 'a', 'kike', 'and', 'that', 'it']",your memes are shit you can only call someone a kike and that it,1
3226,8498,8498,12816900_gab,hatespeech,African,"['do', 'u', 'guys', 'think', 'the', 'make', 'a', 'wish', 'foundation', 'would', 'grant', 'me', 'my', 'wish', 'to', 'call', 'kim', 'kardashians', 'baby', 'a', 'nigger', 'right', 'to', 'it', 'face', 'before', 'i', 'die', '✝️', '😇', '✝️', '😇']",do u guys think the make a wish foundation would grant me my wish to call kim kardashians baby a nigger right to it face before i die ✝️ 😇 ✝️ 😇,0
3227,8499,8499,13133876_gab,hatespeech,African,"['well', 'that', 'mudshark', 'whore', 'in', 'the', 'middle', 'is', 'used', 'to', 'taking', 'jamie', 'foxx', 'ghetto', 'schlong', 'in', 'her', 'not', 'that', 'surprising']",well that mudshark whore in the middle is used to taking jamie foxx ghetto schlong in her not that surprising,0
3228,8508,8508,1179094819408359426_twitter,hatespeech,African,"['he', 'stopped', 'arguing', 'when', 'he', 'realized', 'i', 'am', 'not', 'just', 'some', 'dumb', 'nigger', 'pothead', 'i', 'do', 'this', 'debate', 'shit', '😂', '💪', '🏾']",he stopped arguing when he realized i am not just some dumb nigger pothead i do this debate shit 😂 💪 🏾,0
3229,8509,8509,23641572_gab,hatespeech,Jewish,"['he', 'not', 'white', 'hes', 'a', 'kike']",he not white hes a kike,1
3230,8510,8510,15252307_gab,hatespeech,Jewish,"['lawfare', 'is', 'the', 'arena', 'where', 'the', 'battles', 'are', 'being', 'fought', 'let', 'us', 'make', 'sure', 'we', 'lose', 'as', 'massively', 'as', 'possible', 'to', 'please', 'our', 'kike', 'overlords']",lawfare is the arena where the battles are being fought let us make sure we lose as massively as possible to please our kike overlords,1
3231,8511,8511,18151699_gab,hatespeech,African,"['beaver', 'terraforming', 'vs', 'nigger', 'terraforming']",beaver terraforming vs nigger terraforming,0
3233,8514,8514,25385871_gab,hatespeech,Jewish,"['well', 'at', 'least', 'that', 'kike', 'is', 'honest', 'about', 'his', 'fear', 'of', 'armed', 'goyim']",well at least that kike is honest about his fear of armed goyim,1
3235,8523,8523,27789001_gab,hatespeech,African,"['oh', 'the', 'nigger', 'who', 'was', 'shot', 'made', 'the', 'white', 'kid', 'lynching', 'video', 'perfect']",oh the nigger who was shot made the white kid lynching video perfect,0
